title,vote_average,vote_count
Stake Land,6.2,285
The Last Time I Committed Suicide,6.7,7
Futuro Beach,6.4,31
Another Happy Day,6.2,37
A Lonely Place to Die,6.2,157
Nothing,5.8,38
The Geographer Drank His Globe Away,7.3,23
1776,7.1,20
Inescapable,5.2,13
Hell's Angels,6.1,19
Purple Violets,5.7,9
The Veil,4.5,118
The Loved Ones,6.6,207
The Helpers,4.1,8
How to Fall in Love,5.2,20
The Perfect Wave,4.4,21
A Man for All Seasons,7.5,89
Network,7.7,381
Gone with the Wind,7.7,970
Desert Dancer,6.5,18
Major Dundee,6.2,38
Annie Get Your Gun,7.3,22
Four Lions,7.0,423
The House of Sand,6.7,9
Defendor,6.5,195
The Pirate,6.6,17
The Good Heart,6.0,21
The History Boys,6.6,66
Midnight Cowboy,7.4,299
The Full Monty,6.8,363
Airplane!,7.1,1074
Chain of Command,5.3,11
Friday,7.0,503
Menace II Society,7.2,173
Creepshow 2,5.9,129
The Ballad of Cable Hogue,6.9,47
In Cold Blood,7.4,82
The Nun's Story,7.4,46
Harper,6.2,35
Frenzy,7.1,158
The Witch,6.3,1434
I Got the Hook Up,5.4,8
She's the One,5.7,70
Gods and Monsters,6.8,81
The Secret in Their Eyes,7.8,626
Train,4.8,36
Evil Dead II,7.6,742
Pootie Tang,5.4,43
Sharknado,3.8,476
The Other Conquest,5.4,4
Troll Hunter,6.7,583
Ira & Abby,5.8,9
Winter Passing,6.7,28
D.E.B.S.,5.6,90
The Masked Saint,2.9,7
The Betrayed,5.2,10
Taxman,2.0,1
The Secret,0.0,0
2:13,4.6,10
"Batman: The Dark Knight Returns, Part 2",7.9,419
Time to Choose,0.0,0
In the Name of the King III,3.3,19
Wicked Blood,5.3,37
Stranded,5.0,11
Lords of London,3.6,6
High Anxiety,6.5,84
March of the Penguins,6.9,358
Margin Call,6.7,524
August,6.2,15
Choke,6.0,127
Whiplash,8.3,4254
City of God,8.1,1814
Human Traffic,6.8,97
To Write Love on Her Arms,6.8,47
The Dead Girl,6.4,66
The Hunt,7.9,927
A Christmas Story,7.4,344
Bella,6.7,37
Class of 1984,6.2,66
The Opposite Sex,4.1,9
Dreaming of Joseph Lees,8.0,1
The Class,6.8,174
Rosemary's Baby,7.5,863
The Man Who Shot Liberty Valance,7.4,265
Adam,6.9,150
Maria Full of Grace,6.9,101
Beginners,6.8,347
Feast,6.1,160
Animal House,7.0,418
Goldfinger,7.2,987
Antiviral,5.7,112
It's a Wonderful Life,8.0,1076
Trainspotting,7.8,2655
The Original Kings of Comedy,6.3,15
Paranormal Activity 2,5.7,722
Waking Ned,7.4,54
Bowling for Columbine,7.3,453
Coming Home,6.9,49
A Nightmare on Elm Street Part 2: Freddy's Revenge,5.7,361
A Room with a View,6.9,156
The Purge,6.0,2428
Sinister,6.7,1573
Martin Lawrence Live: Runteldat,5.0,1
Cat on a Hot Tin Roof,7.6,165
Beneath the Planet of the Apes,6.2,361
Air Bud,5.3,106
Pokémon: Spell of the Unknown,5.9,137
Friday the 13th Part VI: Jason Lives,5.7,216
The Bridge on the River Kwai,7.7,542
Spaced Invaders,4.7,25
Family Plot,6.7,86
The Apartment,8.1,483
Jason Goes to Hell: The Final Friday,4.2,193
Torn Curtain,6.4,120
Dave Chappelle's Block Party,6.4,28
Slow West,6.6,367
Krush Groove,7.0,11
Next Day Air,5.3,36
Elmer Gantry,7.3,41
Judgment at Nuremberg,7.6,155
Trippin',4.5,4
Red River,7.3,82
Phat Girlz,3.7,10
Before Midnight,7.4,568
Teen Wolf Too,3.8,46
Phantasm II,6.3,94
Woman Thou Art Loosed,5.0,3
Real Women Have Curves,5.8,19
Water,6.8,34
East Is East,6.5,59
Whipped,3.1,11
Kama Sutra - A Tale of Love,5.7,35
Please Give,6.0,57
Willy Wonka & the Chocolate Factory,7.4,798
Warlock: The Armageddon,5.2,38
8 Heads in a Duffel Bag,5.4,39
Days of Heaven,7.6,234
Thirteen Conversations About One Thing,6.4,25
Jawbreaker,5.9,90
Basquiat,6.6,94
Frances Ha,7.2,345
Tsotsi,6.9,94
Happiness,7.4,194
DysFunktional Family,6.1,4
Tusk,5.1,366
Oldboy,8.0,1945
Letters to God,6.5,37
Hobo with a Shotgun,5.7,211
Compadres,5.2,17
Freeway,6.5,95
Love's Abiding Joy,5.8,12
Fish Tank,6.9,250
Damsels in Distress,5.6,67
Creature,4.0,21
Bachelorette,5.3,444
Brave New Girl,3.7,3
Tim and Eric's Billion Dollar Movie,5.2,34
Summer Storm,6.7,59
Fort McCoy,6.3,2
Chain Letter,3.9,37
Just Looking,5.8,5
The Divide,5.7,197
The Eclipse,6.1,15
Demonic,4.9,148
My Big Fat Independent Movie,3.0,5
The Deported,0.0,0
Tanner Hall,5.4,32
Open Road,5.2,18
They Came Together,5.3,171
30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,2.9,28
Never Back Down 2: The Beatdown,5.8,136
Point Blank,7.1,95
Four Single Fathers,0.0,0
Enter the Dangerous Mind,4.8,14
Something Wicked,4.6,16
AWOL-72,2.8,10
Iguana,6.0,1
Chicago Overcoat,6.1,5
Barry Munday,6.3,22
Central Station,7.6,126
Pocketful of Miracles,7.3,25
Close Range,4.9,54
Boynton Beach Club,6.8,3
Amnesiac,4.1,52
Freakonomics,6.6,36
High Tension,6.6,271
Griff the Invisible,6.1,34
Unnatural,4.3,12
Hustle & Flow,6.9,99
Some Like It Hot,8.0,808
Friday the 13th Part VII: The New Blood,5.3,192
The Wizard of Oz,7.4,1642
Young Frankenstein,7.7,854
Diary of the Dead,5.4,190
Lage Raho Munna Bhai,7.6,44
Ulee's Gold,6.5,19
The Black Stallion,7.0,59
Sardaarji,9.5,2
Journey to Saturn,4.9,10
Donovan's Reef,6.0,30
The Dress,7.0,3
A Guy Named Joe,6.0,8
Blazing Saddles,7.2,609
Friday the 13th: The Final Chapter,5.9,237
Ida,7.1,260
Maurice,7.1,61
Beer League,5.3,22
Riding Giants,7.6,23
Timecrimes,7.0,308
Silver Medalist,7.4,13
Timber Falls,5.2,38
Singin' in the Rain,7.8,727
"Fat, Sick & Nearly Dead",7.1,47
A Haunted House,5.4,516
2016: Obama's America,4.6,19
That Thing You Do!,6.8,225
Halloween III: Season of the Witch,5.0,229
Escape from the Planet of the Apes,6.3,264
Hud,7.5,66
Kevin Hart: Let Me Explain,7.1,95
My Own Private Idaho,7.1,212
Garden State,7.1,618
Before Sunrise,7.7,959
Evil Words,6.9,8
Jesus' Son,6.7,22
Saving Face,6.8,32
Brick Lane,5.2,15
Robot & Frank,6.8,450
My Life Without Me,7.2,77
The Spectacular Now,6.8,1048
Religulous,7.2,197
Fuel,7.0,3
Valley of the Heart's Delight,7.0,1
Eye of the Dolphin,7.1,7
8: The Mormon Proposition,5.5,6
The Other End of the Line,6.1,50
Anatomy,6.1,61
Sleep Dealer,6.0,40
Super,6.6,441
Christmas Mail,5.0,15
Stung,4.9,63
Antibirth,4.8,40
Get on the Bus,7.0,11
Thr3e,4.8,21
Idiocracy,6.3,664
The Rise of the Krays,4.5,19
This Is England,7.4,363
U.F.O.,3.1,47
Bathing Beauty,7.0,4
Go for It!,4.6,5
"Dancer, Texas Pop. 81",10.0,1
Show Boat,6.9,18
Redemption Road,4.7,6
The Calling,5.6,88
The Brave Little Toaster,6.7,93
Fantasia,7.2,808
8 Days,0.0,0
Friday the 13th Part III,5.7,254
Friday the 13th: A New Beginning,5.1,196
The Last Sin Eater,6.2,11
Do You Believe?,6.6,48
Impact Point,5.7,5
The Valley of Decision,5.8,4
Eden,5.6,19
Chicken Tikka Masala,3.5,5
There's Always Woodstock,5.4,12
Jack Brooks: Monster Slayer,5.7,59
The Best Years of Our Lives,7.6,143
Bully,6.7,125
Elling,7.0,51
Mi America,0.0,0
[REC],7.1,934
Lies in Plain Sight,4.5,4
Sharkskin,0.0,0
Containment,5.1,36
The Timber,4.1,15
From Russia with Love,6.9,760
The Toxic Avenger Part II,5.3,39
Sleeper,7.0,200
It Follows,6.6,1832
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,6.6,215
To Kill a Mockingbird,8.0,657
Mad Max 2: The Road Warrior,7.3,957
The Legend of Drunken Master,7.2,242
Boys Don't Cry,7.2,353
Silent House,5.2,125
The Lives of Others,7.9,958
Courageous,6.8,77
The Hustler,7.6,240
Boom Town,6.5,8
The Triplets of Belleville,7.3,231
Smoke Signals,6.6,24
American Splendor,7.1,120
Before Sunset,7.6,718
Amores perros,7.6,521
Thirteen,6.7,339
Gentleman's Agreement,6.8,47
Winter's Bone,6.8,565
Touching the Void,7.6,138
Alexander's Ragtime Band,4.8,6
Me and You and Everyone We Know,7.0,107
Inside Job,7.7,286
We Are Your Friends,6.3,658
Ghost Dog: The Way of the Samurai,7.2,298
Harsh Times,6.3,197
Captive,5.6,92
Full Frontal,4.8,26
Witchboard,5.9,58
Shortbus,6.3,140
Waltz with Bashir,7.8,291
"The Book of Mormon Movie, Volume 1: The Journey",5.0,2
No End in Sight,7.2,23
The Diary of a Teenage Girl,6.8,279
In the Shadow of the Moon,7.6,31
Meek's Cutoff,6.5,77
Inside Deep Throat,6.8,31
Dinner Rush,7.1,19
Clockwatchers,5.6,13
The Virginity Hit,4.6,19
Subway,6.3,86
House of D,6.1,23
Teeth,5.2,210
Six-String Samurai,5.8,36
Hum To Mohabbat Karega,0.0,0
It's All Gone Pete Tong,7.1,52
Saint John of Las Vegas,5.9,18
24 7: Twenty Four Seven,6.3,10
Stonewall,5.2,32
Roadside Romeo,6.7,3
This Thing of Ours,5.0,1
The Lost Medallion: The Adventures of Billy Stone,5.6,13
The Last Five Years,5.5,143
The Missing Person,6.4,9
Return of the Living Dead 3,5.9,88
London,6.1,96
Sherrybaby,6.3,41
Circle,6.0,333
Eden Lake,6.7,406
Plush,5.4,40
Lesbian Vampire Killers,5.3,124
Gangster's Paradise: Jerusalema,6.8,16
Freeze Frame,6.9,18
Grave Encounters,6.1,381
Stitches,5.5,92
Nine Dead,5.2,84
"To Be Frank, Sinatra at 100",0.0,0
Bananas,6.7,165
Supercapitalist,3.5,2
Rockaway,5.8,2
The Lady from Shanghai,7.2,102
No Man's Land: The Rise of Reeker,4.4,27
Highway,5.6,37
Small Apartments,5.7,50
Coffee Town,6.7,45
The Ghastly Love of Johnny X,6.6,8
All Is Bright,5.3,36
The Torture Chamber of Dr. Sadism,6.3,12
Straight A's,5.2,46
A Funny Thing Happened on the Way to the Forum,6.1,24
Slacker Uprising,5.9,10
The Legend of Hell's Gate: An American Conspiracy,3.9,8
The Walking Deceased,4.2,35
The Curse of Downers Grove,4.4,24
Shark Lake,4.4,19
River's Edge,6.7,59
Northfork,6.7,24
The Marine 4: Moving Target,5.8,49
Buried,6.6,827
Submarine,7.4,443
The Square,7.8,55
One to Another,5.8,12
ABCD (Any Body Can Dance),5.6,10
Man on Wire,7.5,275
Abandoned,5.8,27
Brotherly Love,6.9,21
The Last Exorcism,5.6,328
Nowhere Boy,7.2,244
A Streetcar Named Desire,7.6,281
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.0,1442
The Crime of Padre Amaro,6.2,36
Beasts of the Southern Wild,6.8,403
Battle for the Planet of the Apes,5.5,215
Songcatcher,5.6,9
Higher Ground,5.3,14
Vaalu,6.7,5
The Greatest Movie Ever Sold,6.4,88
Ed and His Dead Mother,5.5,12
Travellers and Magicians,6.8,9
Hang 'em High,6.7,192
Deadline - U.S.A.,6.9,17
Sublime,5.3,33
A Beginner's Guide to Snuff,0.0,0
Independence Daysaster,4.2,22
Dysfunctional Friends,5.0,4
Run Lola Run,7.2,664
May,6.3,152
Against the Wild,4.9,19
Under the Same Moon,7.0,28
Conquest of the Planet of the Apes,6.1,236
In the Bedroom,6.4,89
I Spit on Your Grave,6.3,519
"Happy, Texas",5.5,39
My Summer of Love,6.0,59
The Lunchbox,7.3,221
Yes,5.9,7
You Can't Take It With You,7.2,79
From Here to Eternity,7.2,133
She Wore a Yellow Ribbon,7.1,61
Grace Unplugged,6.0,24
Foolish,6.3,3
N-Secure,4.3,4
Caramel,6.8,52
Out of the Dark,4.6,55
The Bubble,7.6,20
The Conversation,7.5,372
Dil Jo Bhi Kahey...,0.0,0
Mississippi Mermaid,6.7,32
I Love Your Work,6.5,2
Cabin Fever,4.4,111
Waitress,6.7,129
Bloodsport,6.6,363
Mr. Smith Goes to Washington,7.9,241
Kids,6.8,279
The Squid and the Whale,6.9,226
Kissing Jessica Stein,5.9,48
Kickboxer: Vengeance,4.5,99
Spellbound,7.3,160
Exotica,6.5,64
Buffalo '66,7.1,166
Insidious,6.8,1737
Repo Man,6.7,144
Nine Queens,7.4,153
The Gatekeepers,6.5,39
The Ballad of Jack and Rose,6.5,43
The To Do List,5.5,342
Killing Zoe,6.1,111
The Believer,6.8,151
Snow Angels,6.5,48
Unsullied,3.0,1
Session 9,6.2,251
I Want Someone to Eat Cheese With,5.7,12
Mooz-lum,4.5,3
Hatchet,5.7,159
Modern Times,8.1,856
Stolen Summer,6.4,9
My Name Is Bruce,5.9,107
The Salon,3.5,1
Road Hard,6.6,8
Forty Shades of Blue,6.0,2
Amigo,6.0,2
Pontypool,6.6,183
Trucker,6.8,16
Me You and Five Bucks,10.0,2
The Lords of Salem,5.1,242
Housebound,6.5,358
Wal-Mart: The High Cost of Low Price,6.9,24
Fetching Cody,6.8,6
Last I Heard,6.0,1
Closer to the Moon,6.4,13
Mutant World,2.6,9
Growing Up Smith,7.4,7
Checkmate,4.2,13
#Horror,3.3,52
Wind Walkers,7.5,6
Snow White and the Seven Dwarfs,6.9,1914
The Holy Girl,6.8,10
Shalako,5.4,12
Incident at Loch Ness,5.9,18
The Dog Lover,5.3,6
GirlHouse,5.2,97
The Blue Room,6.2,32
House at the End of the Drive,0.0,0
Batman,6.1,203
"Lock, Stock and Two Smoking Barrels",7.5,1648
The Ballad of Gregorio Cortez,0.0,0
The Celebration,7.7,207
Trees Lounge,6.7,51
Journey from the Fall,5.0,1
The Basket,6.5,6
Eddie: The Sleepwalking Cannibal,6.1,30
Queen of the Mountains,0.0,0
Def-Con 4,2.8,10
The Hebrew Hammer,5.9,18
Neal 'n' Nikki,2.3,4
The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,3.2,34
Forget Me Not,5.0,66
Rebecca,7.7,336
Friday the 13th Part 2,6.0,315
The Lost Weekend,7.4,112
C.H.U.D.,5.3,62
Filly Brown,5.9,10
The Lion of Judah,5.8,2
Niagara,6.7,79
How Green Was My Valley,6.8,72
Da Sweet Blood of Jesus,4.1,13
"Sex, Lies, and Videotape",6.7,185
Saw,7.2,2184
Super Troopers,6.6,362
The Algerian,0.0,0
The Amazing Catfish,5.7,17
Monsoon Wedding,6.8,57
You Can Count on Me,6.8,88
The Trouble with Harry,6.9,149
But I'm a Cheerleader,6.5,101
Home Run,6.3,24
Reservoir Dogs,8.0,3697
The Blue Bird,6.4,8
"The Good, the Bad and the Ugly",8.1,2311
The Second Mother,7.8,165
Blue Like Jazz,5.8,25
Down & Out With The Dolls,0.0,0
"Pink Ribbons, Inc.",6.8,6
Certifiably Jonathan,0.0,0
Desire,4.1,140
The Blade of Don Juan,0.0,0
Grand Theft Parsons,6.0,11
Extreme Movie,3.9,44
The Charge of the Light Brigade,6.8,18
Below Zero,4.4,12
Crowsnest,4.8,12
Airborne,6.1,20
Cotton Comes to Harlem,6.7,13
The Wicked Within,4.2,26
Bleeding Hearts,2.0,1
Waiting...,6.2,237
Dead Man's Shoes,7.2,151
From a Whisper to a Scream,6.8,15
Sex With Strangers,5.0,1
Dracula: Pages from a Virgin's Diary,6.9,8
Faith Like Potatoes,6.0,9
Beyond the Black Rainbow,5.7,77
The Raid,7.3,1055
The Dead Undead,3.1,6
The Vatican Exorcisms,4.4,11
Casablanca,7.9,1422
Lake Mungo,6.1,90
Rocket Singh: Salesman of the Year,7.0,27
Silent Running,6.3,177
Rocky,7.5,1791
The Sleepwalker,4.1,7
Tom Jones,6.1,39
Unfriended,5.5,1047
Taxi Driver,8.0,2535
The Howling,6.4,161
Dr. No,6.9,940
Chernobyl Diaries,4.9,483
Hellraiser,6.9,449
God's Not Dead 2,5.7,72
Cry_Wolf,5.6,126
Godzilla 2000,5.9,43
Blue Valentine,6.9,890
Transamerica,6.9,144
The Devil Inside,4.6,262
Beyond the Valley of the Dolls,6.6,53
Love Me Tender,5.5,21
An Inconvenient Truth,6.7,251
Sands of Iwo Jima,6.2,33
Shine a Light,7.2,44
The Green Inferno,5.0,349
Departure,7.5,12
The Sessions,6.6,179
"Food, Inc.",7.4,217
October Baby,6.8,35
Next Stop Wonderland,6.0,20
The Skeleton Twins,6.7,292
Martha Marcy May Marlene,6.7,277
Obvious Child,6.7,187
Frozen River,6.7,99
20 Feet from Stardom,7.4,85
Two Girls and a Guy,5.4,24
Walking and Talking,6.6,7
Who Killed the Electric Car?,7.2,59
The Broken Hearts Club: A Romantic Comedy,6.3,25
Bubba Ho-tep,6.7,191
Slam,6.7,7
Brigham City,7.3,4
Fiza,6.1,7
Orgazmo,6.2,115
All the Real Girls,5.9,30
Dream with the Fishes,7.7,10
Blue Car,6.7,13
Palo Alto,6.4,348
Ajami,6.8,27
Wristcutters: A Love Story,6.7,160
I Origins,7.5,1063
The Battle of Shaker Heights,5.6,17
The Act of Killing,7.5,210
Taxi to the Dark Side,6.6,53
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,4.7,3
Guiana 1838,2.8,3
Lisa Picard Is Famous,4.0,1
Antarctica: A Year on Ice,7.2,29
A LEGO Brickumentary,6.4,55
Hardflip,4.7,5
Chocolate: Deep Dark Secrets,3.4,6
The House of the Devil,6.0,197
The Perfect Host,6.2,135
Safe Men,6.3,16
Speedway Junky,5.2,7
The Last Big Thing,6.0,3
The Specials,5.5,11
16 to Life,4.4,5
Alone With Her,6.2,20
Creative Control,5.4,25
Special,6.6,32
Sparkler,0.0,1
The Helix... Loaded,4.8,2
In Her Line of Fire,3.3,9
The Jimmy Show,8.0,1
Heli,6.2,32
Karachi se Lahore,8.0,1
Loving Annabelle,6.4,55
Hits,4.9,23
Jimmy and Judy,5.4,8
Frat Party,3.5,4
The Party's Over,6.1,6
Proud,5.5,3
The Poker House,6.1,47
Childless,4.5,2
ZMD: Zombies of Mass Destruction,4.7,31
Snow White: A Deadly Summer,4.8,11
Hidden Away,7.6,26
My Last Day Without You,5.7,3
Steppin: The Movie,5.0,4
Doc Holliday's Revenge,3.2,3
Black Rock,4.9,78
Truth or Dare,5.7,117
The Pet,5.3,3
Bang Bang Baby,6.6,8
Fear Clinic,4.0,42
Zombie Hunter,3.5,34
A Fine Step,4.1,7
Charly,6.6,28
Banshee Chapter,5.7,92
Ask Me Anything,5.5,155
And Then Came Love,5.0,1
Food Chains,7.4,8
On the Waterfront,8.0,357
L!fe Happens,5.3,66
"4 Months, 3 Weeks and 2 Days",7.3,156
The Horror Network Vol. 1,5.0,2
Hard Candy,6.8,701
The Quiet,6.1,73
Circumstance,7.4,23
Fruitvale Station,7.3,390
The Brass Teapot,5.8,160
Bambi,6.8,1405
The Hammer,6.5,15
Latter Days,6.7,56
Elza,0.0,0
1982,5.0,1
"For a Good Time, Call...",5.8,110
Celeste & Jesse Forever,6.4,163
Time Changer,5.2,9
London to Brighton,6.5,34
American Hero,5.0,62
Windsor Drive,2.0,1
A Separation,7.7,469
Crying with Laughter,7.0,1
Welcome to the Dollhouse,6.9,103
Ruby in Paradise,5.6,10
Raising Victor Vargas,7.8,13
Pandora's Box,7.6,45
Harrison Montgomery,0.0,0
Live-In Maid,7.8,3
Deterrence,6.1,7
The Mudge Boy,7.3,23
The Young Unknowns,0.0,0
Not Cool,3.7,25
Dead Snow,6.1,311
Saints and Soldiers,6.6,98
Vessel,5.9,8
American Graffiti,6.9,324
Iraq for Sale: The War Profiteers,8.0,6
Aqua Teen Hunger Force Colon Movie Film for Theaters,6.5,35
Safety Not Guaranteed,6.8,556
Kevin Hart: Laugh at My Pain,7.7,43
Kill List,6.0,210
The Innkeepers,5.4,219
The Conformist,7.6,127
Interview with the Assassin,5.6,5
Donkey Punch,4.5,52
All the Boys Love Mandy Lane,5.7,209
Bled,3.8,4
High Noon,7.6,334
Hoop Dreams,7.7,87
Rize,5.9,13
L.I.E.,6.7,31
The Sisterhood of Night,6.5,31
B-Girl,5.5,7
Half Nelson,6.5,240
Naturally Native,0.0,0
Hav Plenty,0.0,0
Adulterers,5.2,16
Escape from Tomorrow,4.8,87
Starsuckers,6.2,5
The Hadza:  Last of the First,0.0,0
After,5.6,63
Treachery,4.8,5
Walter,5.3,26
Top Hat,7.4,59
The Blair Witch Project,6.3,1055
Woodstock,7.1,66
The Kentucky Fried Movie,6.4,66
Mercy Streets,5.5,2
Carousel of Revenge,0.0,0
Broken Vessels,6.0,2
Water & Power,3.0,1
They Will Have to Kill Us First,5.0,1
Light from the Darkroom,0.0,0
The Country Doctor,6.0,63
The Maid's Room,4.8,4
A Hard Day's Night,7.3,168
The Harvest (La Cosecha),0.0,0
Love Letters,4.6,4
Juliet and Alfa Romeo,6.0,1
Fireproof,7.0,100
Faith Connections,4.2,3
Benji,6.1,35
Open Water,5.4,315
High Road,5.8,22
Kingdom of the Spiders,5.7,30
Mad Hot Ballroom,7.2,8
The Station Agent,7.4,210
To Save A Life,6.2,21
Wordplay,7.3,10
Beyond the Mat,7.8,17
The Singles Ward,7.5,4
Osama,6.3,32
Sholem Aleichem: Laughing In The Darkness,7.0,2
Groove,5.6,6
The R.M.,4.8,4
Twin Falls Idaho,7.0,11
Mean Creek,6.9,106
Hurricane Streets,4.8,4
Never Again,4.0,3
Civil Brand,5.3,4
Lonesome Jim,6.4,26
Drinking Buddies,6.0,356
Deceptive Practice: The Mysteries and Mentors of Ricky Jay,7.1,17
Seven Samurai,8.2,878
The Other Dream Team,6.9,7
Johnny Suede,4.7,13
Finishing The Game,4.9,8
Rubber,5.7,251
Kiss the Bride,4.2,11
The Slaughter Rule,6.2,9
Monsters,6.2,587
The Californians,4.0,1
The Living Wake,5.0,1
Detention of the Dead,4.5,34
Crazy Stone,6.9,22
Scott Walker: 30 Century Man,7.0,8
Everything Put Together,5.0,2
Good Kill,5.9,208
The Outrageous Sophie Tucker,0.0,0
Now Is Good,7.3,371
Girls Gone Dead,3.5,14
America Is Still the Place,0.0,0
Subconscious,3.4,4
Enter Nowhere,6.5,49
El Rey de Najayo,0.0,0
Fight to the Finish,5.2,3
Alleluia! The Devil's Carnival,6.0,2
The Sound and the Shadow,0.0,0
Rodeo Girl,5.5,1
Born to Fly: Elizabeth Streb vs. Gravity,5.0,1
The Little Ponderosa Zoo,2.0,1
The Toxic Avenger,6.3,113
Straight Out of Brooklyn,4.3,4
Bloody Sunday,7.2,53
Diamond Ruff,2.4,4
Conversations with Other Women,6.2,38
Poultrygeist: Night of the Chicken Dead,5.9,41
Mutual Friends,0.0,0
42nd Street,6.1,37
Rise of the Entrepreneur: The Search for a Better Way,8.0,1
Metropolitan,7.0,38
As It Is in Heaven,6.9,42
Roadside,4.2,5
Napoleon Dynamite,6.7,554
Blue Ruin,6.9,462
Paranormal Activity,5.9,1316
Dogtown and Z-Boys,7.2,52
Monty Python and the Holy Grail,7.8,1708
Quinceañera,7.0,7
Gory Gory Hallelujah,1.0,1
Tarnation,7.5,22
I Want Your Money,3.8,5
Love in the Time of Monsters,5.0,2
The Beyond,6.6,117
What Happens in Vegas,5.8,923
The Dark Hours,5.5,22
My Beautiful Laundrette,6.6,51
Fabled,0.0,0
Show Me,5.6,4
Cries and Whispers,7.8,115
Intolerance,7.4,60
Trekkies,6.3,22
The Broadway Melody,5.0,19
The Evil Dead,7.3,894
Maniac,6.0,316
Censored Voices,5.1,8
Murderball,6.9,23
American Ninja 2: The Confrontation,4.9,49
51 Birch Street,6.8,6
Rotor DR1,4.7,3
12 Angry Men,8.2,2078
My Dog Tulip,7.6,9
It Happened One Night,7.7,275
Dogtooth,6.9,332
Tupac: Resurrection,8.0,26
Tumbleweeds,6.2,11
The Prophecy,6.4,138
When the Cat's Away,6.1,16
Pieces of April,6.4,64
The Big Swap,0.0,0
Old Joy,6.3,36
Wendy and Lucy,6.4,64
3 Backyards,4.8,4
Pierrot le Fou,7.6,127
Sisters in Law,7.3,2
Ayurveda: Art of Being,5.5,3
Nothing But a Man,7.0,2
"First Love, Last Rites",3.0,1
Fighting Tommy Riley,5.3,4
Royal Kill,2.8,6
The Looking Glass,7.0,1
Death Race 2000,5.9,124
Locker 13,6.8,3
Midnight Cabaret,0.0,0
Anderson's Cross,0.0,0
Bizarre,6.2,11
Graduation Day,5.0,22
Some Guy Who Kills People,5.7,45
Compliance,6.3,221
Chasing Amy,6.7,433
Lovely & Amazing,6.3,23
Death Calls,0.0,0
Better Luck Tomorrow,6.5,27
The Incredibly True Adventure of Two Girls In Love,5.7,13
Chuck & Buck,5.7,16
American Desi,5.0,4
Amidst the Devil's Wings,0.0,0
Cube,6.9,1069
Love and Other Catastrophes,5.8,9
I Married a Strange Person!,7.5,12
November,4.9,11
Like Crazy,6.4,381
Teeth and Blood,3.0,1
Sugar Town,5.5,2
The Motel,7.0,3
The Canyons,4.1,75
On the Outs,5.9,6
Shotgun Stories,6.9,57
Exam,6.6,523
The Sticky Fingers of Time,4.8,3
Sunday School Musical,5.5,4
Rust,0.0,0
Ink,6.4,101
The Christmas Bunny,5.7,7
Butterfly,5.0,12
UnDivided,0.0,0
The Frozen,4.2,14
Horse Camp,5.5,2
Give Me Shelter,0.0,0
The Big Parade,7.0,21
Little Big Top,10.0,1
Along the Roadside,7.7,3
Bronson,6.9,733
Western Religion,0.0,0
Burn,6.9,6
Urbania,5.2,10
The Stewardesses,4.3,5
"The Beast from 20,000 Fathoms",6.7,41
Mad Max,6.6,1213
Swingers,6.8,253
A Fistful of Dollars,7.6,883
She Done Him Wrong,5.1,27
Short Cut to Nirvana: Kumbh Mela,0.0,0
The Grace Card,6.5,10
Middle of Nowhere,6.6,7
Three,6.3,31
The Business of Fancydancing,8.0,2
Call + Response,8.0,1
Malevolence,4.9,14
Reality Show,5.5,2
Super Hybrid,4.6,24
Baghead,5.8,23
American Beast,0.0,0
The Case of the Grinning Cat,7.7,3
Ordet,7.8,65
Good Dick,6.1,34
The Man from Earth,7.7,687
The Trials Of Darryl Hunt,6.8,4
Samantha: An American Girl Holiday,4.6,9
Yesterday Was a Lie,6.0,4
Theresa Is a Mother,0.0,0
H.,6.5,4
Archaeology of a Woman,0.0,0
Children of Heaven,7.8,112
Weekend,7.4,163
She's Gotta Have It,6.1,25
Butterfly Girl,0.0,0
The World Is Mine,0.0,0
Another Earth,6.8,527
Sweet Sweetback's Baadasssss Song,4.6,18
Perfect Cowboy,5.0,1
Tadpole,5.5,19
Once,7.3,453
The Woman Chaser,4.9,4
The Horse Boy,5.5,2
When the Lights Went Out,5.8,49
Heroes of Dirt,0.0,0
A Charlie Brown Christmas,7.5,153
Antarctic Edge: 70° South,0.0,0
Aroused,7.2,11
Top Spin,6.8,6
Roger & Me,7.4,90
An American in Hollywood,0.0,0
Sound of My Voice,6.3,108
The Blood of My Brother: A Story of Death in Iraq,0.0,0
Your Sister's Sister,6.5,137
A Dog's Breakfast,5.9,24
The Married Woman,7.1,20
The Birth of a Nation,6.5,178
The Work and The Story,0.0,0
Facing the Giants,6.6,64
The Gallows,4.9,361
Eraserhead,7.5,485
Hollywood Shuffle,5.7,19
The Mighty,7.1,51
Penitentiary,4.9,8
The Lost Skeleton of Cadavra,6.5,30
Dude Where's My Dog?,0.0,0
Cheap Thrills,6.3,155
Indie Game: The Movie,7.4,203
Straightheads,5.2,40
Open Secret,7.0,2
Echo Dr.,5.0,1
The Night Visitor,7.3,6
The Past Is a Grotesque Animal,5.5,2
